date,ai_social,plain,social_prop
2017-05-29,0,6,0.0
2017-05-30,4,23,0.17391304347826086
2017-05-31,0,18,0.0
2017-06-01,4,18,0.2222222222222222
2017-06-02,0,14,0.0
2017-06-03,0,10,0.0
2017-06-04,0,13,0.0
2017-06-05,0,12,0.0
2017-06-06,1,21,0.047619047619047616
2017-06-07,0,8,0.0
2017-06-08,4,19,0.21052631578947367
2017-06-09,0,19,0.0
2017-06-10,0,7,0.0
2017-06-11,0,10,0.0
2017-06-12,0,20,0.0
2017-06-13,0,20,0.0
2017-06-14,0,9,0.0
2017-06-15,0,15,0.0
2017-06-16,0,12,0.0
2017-06-17,0,13,0.0
2017-06-18,0,9,0.0
2017-06-19,0,14,0.0
2017-06-20,1,16,0.0625
2017-06-21,0,26,0.0
2017-06-22,0,14,0.0
2017-06-23,0,9,0.0
2017-06-24,0,5,0.0
2017-06-25,0,2,0.0
2017-06-26,0,15,0.0
2017-06-27,0,20,0.0
2017-06-28,0,21,0.0
2017-06-29,1,21,0.047619047619047616
2017-06-30,0,16,0.0
2017-07-01,0,11,0.0
2017-07-02,0,5,0.0
2017-07-03,1,13,0.07692307692307693
2017-07-04,0,12,0.0
2017-07-05,0,17,0.0
2017-07-06,1,15,0.06666666666666667
2017-07-07,0,17,0.0
2017-07-08,0,10,0.0
2017-07-09,1,13,0.07692307692307693
2017-07-10,0,23,0.0
2017-07-11,0,9,0.0
2017-07-12,0,17,0.0
2017-07-13,0,19,0.0
2017-07-14,0,17,0.0
2017-07-15,0,6,0.0
2017-07-16,0,9,0.0
2017-07-17,0,24,0.0
2017-07-18,4,17,0.23529411764705882
2017-07-19,1,22,0.045454545454545456
2017-07-20,0,15,0.0
2017-07-21,0,16,0.0
2017-07-22,0,3,0.0
2017-07-23,0,5,0.0
2017-07-24,0,16,0.0
2017-07-25,0,24,0.0
2017-07-26,1,23,0.043478260869565216
2017-07-27,0,22,0.0
2017-07-28,0,16,0.0
2017-07-29,0,3,0.0
2017-07-30,1,6,0.16666666666666666
2017-07-31,2,18,0.1111111111111111
2017-08-01,0,20,0.0
2017-08-02,0,15,0.0
2017-08-03,0,28,0.0
2017-08-04,1,12,0.08333333333333333
2017-08-05,0,9,0.0
2017-08-06,0,3,0.0
2017-08-07,0,15,0.0
2017-08-08,0,13,0.0
2017-08-09,0,15,0.0
2017-08-10,0,18,0.0
2017-08-11,0,23,0.0
2017-08-12,0,3,0.0
2017-08-13,0,10,0.0
2017-08-14,0,23,0.0
2017-08-15,0,28,0.0
2017-08-16,0,20,0.0
2017-08-17,0,12,0.0
2017-08-18,0,23,0.0
2017-08-19,0,8,0.0
2017-08-20,0,12,0.0
2017-08-21,2,17,0.11764705882352941
2017-08-22,0,22,0.0
2017-08-23,0,19,0.0
2017-08-24,2,21,0.09523809523809523
2017-08-25,0,8,0.0
2017-08-26,0,3,0.0
2017-08-27,0,9,0.0
2017-08-28,0,20,0.0
2017-08-29,0,19,0.0
2017-08-30,0,21,0.0
2017-08-31,0,10,0.0
2017-09-01,2,19,0.10526315789473684
2017-09-02,0,10,0.0
2017-09-03,0,13,0.0
2017-09-04,5,18,0.2777777777777778
2017-09-05,2,26,0.07692307692307693
2017-09-06,1,16,0.0625
2017-09-07,0,18,0.0
2017-09-08,3,20,0.15
2017-09-09,0,5,0.0
2017-09-10,0,14,0.0
2017-09-11,2,14,0.14285714285714285
2017-09-12,1,52,0.019230769230769232
2017-09-13,0,17,0.0
2017-09-14,0,18,0.0
2017-09-15,0,15,0.0
2017-09-16,0,9,0.0
2017-09-17,0,3,0.0
2017-09-18,0,19,0.0
2017-09-19,2,24,0.08333333333333333
2017-09-20,0,25,0.0
2017-09-21,0,9,0.0
2017-09-22,0,19,0.0
2017-09-23,0,8,0.0
2017-09-24,0,22,0.0
2017-09-25,0,37,0.0
2017-09-26,0,30,0.0
2017-09-27,2,39,0.05128205128205128
2017-09-28,0,18,0.0
2017-09-29,0,27,0.0
2017-09-30,0,11,0.0
2017-10-01,0,11,0.0
2017-10-02,2,20,0.1
2017-10-03,0,28,0.0
2017-10-04,0,19,0.0
2017-10-05,0,23,0.0
2017-10-06,2,19,0.10526315789473684
2017-10-07,0,9,0.0
2017-10-08,0,8,0.0
2017-10-09,0,10,0.0
2017-10-10,1,32,0.03125
2017-10-11,2,22,0.09090909090909091
2017-10-12,0,19,0.0
2017-10-13,0,12,0.0
2017-10-14,0,14,0.0
2017-10-15,0,7,0.0
2017-10-16,0,33,0.0
2017-10-17,0,15,0.0
2017-10-18,1,25,0.04
2017-10-19,0,15,0.0
2017-10-20,0,19,0.0
2017-10-21,0,5,0.0
2017-10-22,0,8,0.0
2017-10-23,0,19,0.0
2017-10-24,0,17,0.0
2017-10-25,0,19,0.0
2017-10-26,0,19,0.0
2017-10-27,0,27,0.0
2017-10-28,4,11,0.36363636363636365
2017-10-29,0,14,0.0
2017-10-30,0,27,0.0
2017-10-31,0,19,0.0
2017-11-01,0,19,0.0
2017-11-02,0,20,0.0
2017-11-03,0,29,0.0
2017-11-04,0,14,0.0
2017-11-05,0,11,0.0
2017-11-06,0,20,0.0
2017-11-07,0,24,0.0
2017-11-08,0,29,0.0
2017-11-09,0,18,0.0
2017-11-10,0,18,0.0
2017-11-11,0,5,0.0
2017-11-12,0,5,0.0
2017-11-13,1,13,0.07692307692307693
2017-11-14,2,26,0.07692307692307693
2017-11-15,0,28,0.0
2017-11-16,5,33,0.15151515151515152
2017-11-17,0,38,0.0
2017-11-18,0,37,0.0
2017-11-19,0,7,0.0
2017-11-20,1,30,0.03333333333333333
2017-11-21,1,25,0.04
2017-11-22,0,26,0.0
2017-11-23,0,14,0.0
2017-11-24,0,12,0.0
2017-11-25,0,5,0.0
2017-11-26,0,8,0.0
2017-11-27,0,20,0.0
2017-11-28,1,22,0.045454545454545456
2017-11-29,0,32,0.0
2017-11-30,0,27,0.0
2017-12-01,0,22,0.0
2017-12-02,0,9,0.0
2017-12-03,0,12,0.0
2017-12-04,0,19,0.0
2017-12-05,1,19,0.05263157894736842
2017-12-06,0,26,0.0
2017-12-07,0,22,0.0
2017-12-08,1,21,0.047619047619047616
2017-12-09,0,9,0.0
2017-12-10,1,4,0.25
2017-12-11,0,13,0.0
2017-12-12,0,25,0.0
2017-12-13,0,8,0.0
2017-12-14,0,26,0.0
2017-12-15,0,15,0.0
2017-12-16,0,7,0.0
2017-12-17,0,6,0.0
2017-12-18,0,17,0.0
2017-12-19,0,21,0.0
2017-12-20,0,17,0.0
2017-12-21,0,30,0.0
2017-12-22,0,15,0.0
2017-12-23,0,7,0.0
2017-12-24,4,8,0.5
2017-12-25,0,1,0.0
2017-12-26,0,10,0.0
2017-12-27,2,28,0.07142857142857142
2017-12-28,0,20,0.0
2017-12-29,1,12,0.08333333333333333
2017-12-30,3,8,0.375
2017-12-31,3,14,0.21428571428571427
2018-01-01,0,8,0.0
2018-01-02,0,13,0.0
2018-01-03,0,17,0.0
2018-01-04,0,21,0.0
2018-01-05,1,16,0.0625
2018-01-06,0,6,0.0
2018-01-07,0,16,0.0
2018-01-08,1,18,0.05555555555555555
2018-01-09,0,37,0.0
2018-01-10,0,24,0.0
2018-01-11,0,16,0.0
2018-01-12,0,22,0.0
2018-01-13,0,14,0.0
2018-01-14,0,10,0.0
2018-01-15,0,22,0.0
2018-01-16,2,24,0.08333333333333333
2018-01-17,0,28,0.0
2018-01-18,0,35,0.0
2018-01-19,1,18,0.05555555555555555
2018-01-20,0,13,0.0
2018-01-21,0,11,0.0
2018-01-22,2,21,0.09523809523809523
2018-01-23,0,28,0.0
2018-01-24,0,20,0.0
2018-01-25,4,31,0.12903225806451613
2018-01-26,1,24,0.041666666666666664
2018-01-27,0,11,0.0
2018-01-28,0,7,0.0
2018-01-29,1,15,0.06666666666666667
2018-01-30,2,30,0.06666666666666667
2018-01-31,0,20,0.0
2018-02-01,0,28,0.0
2018-02-02,0,24,0.0
2018-02-03,0,5,0.0
2018-02-04,0,7,0.0
2018-02-05,0,23,0.0
2018-02-06,0,14,0.0
2018-02-07,0,24,0.0
2018-02-08,0,32,0.0
2018-02-09,0,56,0.0
2018-02-10,0,18,0.0
2018-02-11,0,6,0.0
2018-02-12,0,21,0.0
2018-02-13,0,32,0.0
2018-02-14,0,15,0.0
2018-02-15,0,21,0.0
2018-02-16,0,27,0.0
2018-02-17,1,14,0.07142857142857142
2018-02-18,1,11,0.09090909090909091
2018-02-19,0,20,0.0
2018-02-20,0,29,0.0
2018-02-21,6,34,0.17647058823529413
2018-02-22,2,25,0.08
2018-02-23,0,29,0.0
2018-02-24,0,4,0.0
2018-02-25,0,12,0.0
2018-02-26,0,7,0.0
2018-02-27,1,32,0.03125
2018-02-28,0,31,0.0
2018-03-01,0,31,0.0
2018-03-02,0,16,0.0
2018-03-03,0,2,0.0
2018-03-04,1,12,0.08333333333333333
2018-03-05,0,16,0.0
2018-03-06,1,18,0.05555555555555555
2018-03-07,0,27,0.0
2018-03-08,0,15,0.0
2018-03-09,0,27,0.0
2018-03-10,0,10,0.0
2018-03-11,1,12,0.08333333333333333
2018-03-12,2,26,0.07692307692307693
2018-03-13,13,43,0.3023255813953488
2018-03-14,1,24,0.041666666666666664
2018-03-15,0,26,0.0
2018-03-16,0,24,0.0
2018-03-17,0,8,0.0
2018-03-18,1,12,0.08333333333333333
2018-03-19,0,26,0.0
2018-03-20,8,24,0.3333333333333333
2018-03-21,3,30,0.1
2018-03-22,0,22,0.0
2018-03-23,3,23,0.13043478260869565
2018-03-24,0,3,0.0
2018-03-25,0,7,0.0
2018-03-26,3,23,0.13043478260869565
2018-03-27,2,29,0.06896551724137931
2018-03-28,0,30,0.0
2018-03-29,0,31,0.0
2018-03-30,0,16,0.0
2018-03-31,2,11,0.18181818181818182
2018-04-01,2,11,0.18181818181818182
2018-04-02,0,27,0.0
2018-04-03,0,21,0.0
2018-04-04,0,20,0.0
2018-04-05,0,24,0.0
2018-04-06,1,17,0.058823529411764705
2018-04-07,0,9,0.0
2018-04-08,0,53,0.0
2018-04-09,0,56,0.0
2018-04-10,0,31,0.0
2018-04-11,0,21,0.0
2018-04-12,0,36,0.0
2018-04-13,0,23,0.0
2018-04-14,0,12,0.0
2018-04-15,2,12,0.16666666666666666
2018-04-16,0,28,0.0
2018-04-17,0,36,0.0
2018-04-18,3,33,0.09090909090909091
2018-04-19,2,23,0.08695652173913043
2018-04-20,0,20,0.0
2018-04-21,0,10,0.0
2018-04-22,0,7,0.0
2018-04-23,0,19,0.0
2018-04-24,0,40,0.0
2018-04-25,3,47,0.06382978723404255
2018-04-26,0,23,0.0
2018-04-27,0,30,0.0
2018-04-28,0,14,0.0
2018-04-29,0,8,0.0
2018-04-30,1,31,0.03225806451612903
2018-05-01,0,14,0.0
2018-05-02,0,30,0.0
2018-05-03,0,24,0.0
2018-05-04,0,29,0.0
2018-05-05,0,11,0.0
2018-05-06,0,11,0.0
2018-05-07,0,21,0.0
2018-05-08,0,35,0.0
2018-05-09,0,32,0.0
2018-05-10,1,28,0.03571428571428571
2018-05-11,0,20,0.0
2018-05-12,0,9,0.0
2018-05-13,0,11,0.0
2018-05-14,0,36,0.0
2018-05-15,0,26,0.0
2018-05-16,0,25,0.0
2018-05-17,0,24,0.0
2018-05-18,0,18,0.0
2018-05-19,0,11,0.0
2018-05-20,0,13,0.0
2018-05-21,0,34,0.0
2018-05-22,0,41,0.0
2018-05-23,2,28,0.07142857142857142
2018-05-24,0,22,0.0
2018-05-25,2,31,0.06451612903225806
2018-05-26,0,9,0.0
2018-05-27,0,8,0.0
2018-05-28,0,14,0.0
2018-05-29,2,23,0.08695652173913043
2018-05-30,2,21,0.09523809523809523
2018-05-31,0,28,0.0
2018-06-01,0,27,0.0
2018-06-02,0,8,0.0
2018-06-03,0,10,0.0
2018-06-04,0,19,0.0
2018-06-05,0,16,0.0
2018-06-06,2,33,0.06060606060606061
2018-06-07,0,30,0.0
2018-06-08,0,25,0.0
2018-06-09,0,15,0.0
2018-06-10,0,14,0.0
2018-06-11,0,32,0.0
2018-06-12,1,23,0.043478260869565216
2018-06-13,0,24,0.0
2018-06-14,0,30,0.0
2018-06-15,0,20,0.0
2018-06-16,0,10,0.0
2018-06-17,0,8,0.0
2018-06-18,0,40,0.0
2018-06-19,2,39,0.05128205128205128
2018-06-20,2,36,0.05555555555555555
2018-06-21,0,32,0.0
2018-06-22,0,30,0.0
2018-06-23,0,11,0.0
2018-06-24,0,10,0.0
2018-06-25,0,58,0.0
2018-06-26,0,26,0.0
2018-06-27,0,30,0.0
2018-06-28,2,36,0.05555555555555555
2018-06-29,2,17,0.11764705882352941
2018-06-30,0,9,0.0
2018-07-01,0,3,0.0
2018-07-02,1,32,0.03125
2018-07-03,0,30,0.0
2018-07-04,0,11,0.0
2018-07-05,0,15,0.0
2018-07-06,0,19,0.0
2018-07-07,0,17,0.0
2018-07-08,0,13,0.0
2018-07-09,0,28,0.0
2018-07-10,0,37,0.0
2018-07-11,0,25,0.0
2018-07-12,0,27,0.0
2018-07-13,0,17,0.0
2018-07-14,0,7,0.0
2018-07-15,0,14,0.0
2018-07-16,0,22,0.0
2018-07-17,0,22,0.0
2018-07-18,0,13,0.0
2018-07-19,0,26,0.0
2018-07-20,1,21,0.047619047619047616
2018-07-21,0,8,0.0
2018-07-22,0,15,0.0
2018-07-23,0,16,0.0
2018-07-24,0,25,0.0
2018-07-25,0,20,0.0
2018-07-26,0,37,0.0
2018-07-27,0,24,0.0
2018-07-28,0,6,0.0
2018-07-29,0,7,0.0
2018-07-30,0,23,0.0
2018-07-31,0,23,0.0
2018-08-01,0,25,0.0
2018-08-02,0,31,0.0
2018-08-03,1,27,0.037037037037037035
2018-08-04,0,7,0.0
2018-08-05,0,10,0.0
2018-08-06,0,20,0.0
2018-08-07,0,18,0.0
2018-08-08,1,23,0.043478260869565216
2018-08-09,0,26,0.0
2018-08-10,0,24,0.0
2018-08-11,0,7,0.0
2018-08-12,0,7,0.0
2018-08-13,0,15,0.0
2018-08-14,0,11,0.0
2018-08-15,0,19,0.0
2018-08-16,0,27,0.0
2018-08-17,0,20,0.0
2018-08-18,0,9,0.0
2018-08-19,2,12,0.16666666666666666
2018-08-20,4,22,0.18181818181818182
2018-08-21,0,18,0.0
2018-08-22,1,26,0.038461538461538464
2018-08-23,0,32,0.0
2018-08-24,0,13,0.0
2018-08-25,0,6,0.0
2018-08-26,0,10,0.0
2018-08-27,0,24,0.0
2018-08-28,0,14,0.0
2018-08-29,0,15,0.0
2018-08-30,0,27,0.0
2018-08-31,2,36,0.05555555555555555
2018-09-01,0,23,0.0
2018-09-02,0,23,0.0
2018-09-03,0,43,0.0
2018-09-04,1,33,0.030303030303030304
2018-09-05,0,21,0.0
2018-09-06,0,28,0.0
2018-09-07,6,27,0.2222222222222222
2018-09-08,0,7,0.0
2018-09-09,0,16,0.0
2018-09-10,0,20,0.0
2018-09-11,0,19,0.0
2018-09-12,2,45,0.044444444444444446
2018-09-13,0,41,0.0
2018-09-14,1,29,0.034482758620689655
2018-09-15,0,9,0.0
2018-09-16,0,13,0.0
2018-09-17,0,28,0.0
2018-09-18,1,30,0.03333333333333333
2018-09-19,1,35,0.02857142857142857
2018-09-20,0,27,0.0
2018-09-21,0,25,0.0
2018-09-22,0,7,0.0
2018-09-23,0,10,0.0
2018-09-24,3,24,0.125
2018-09-25,0,23,0.0
2018-09-26,0,23,0.0
2018-09-27,1,41,0.024390243902439025
2018-09-28,2,44,0.045454545454545456
2018-09-29,0,13,0.0
2018-09-30,3,17,0.17647058823529413
2018-10-01,0,25,0.0
2018-10-02,2,35,0.05714285714285714
2018-10-03,2,42,0.047619047619047616
2018-10-04,0,35,0.0
2018-10-05,1,48,0.020833333333333332
2018-10-06,0,21,0.0
2018-10-07,0,13,0.0
2018-10-08,0,21,0.0
2018-10-09,8,30,0.26666666666666666
2018-10-10,4,47,0.0851063829787234
2018-10-11,2,20,0.1
2018-10-12,0,18,0.0
2018-10-13,0,12,0.0
2018-10-14,0,14,0.0
2018-10-15,0,38,0.0
2018-10-16,2,48,0.041666666666666664
2018-10-17,4,18,0.2222222222222222
2018-10-18,0,28,0.0
2018-10-19,0,23,0.0
2018-10-20,0,14,0.0
2018-10-21,0,12,0.0
2018-10-22,0,21,0.0
2018-10-23,0,39,0.0
2018-10-24,0,32,0.0
2018-10-25,0,30,0.0
2018-10-26,2,24,0.08333333333333333
2018-10-27,0,7,0.0
2018-10-28,0,15,0.0
2018-10-29,0,35,0.0
2018-10-30,0,29,0.0
2018-10-31,3,41,0.07317073170731707
2018-11-01,5,43,0.11627906976744186
2018-11-02,3,29,0.10344827586206896
2018-11-03,0,13,0.0
2018-11-04,0,10,0.0
2018-11-05,0,30,0.0
2018-11-06,0,46,0.0
2018-11-07,0,30,0.0
2018-11-08,2,35,0.05714285714285714
2018-11-09,0,20,0.0
2018-11-10,0,4,0.0
2018-11-11,2,15,0.13333333333333333
2018-11-12,3,37,0.08108108108108109
2018-11-13,0,31,0.0
2018-11-14,1,21,0.047619047619047616
2018-11-15,0,30,0.0
2018-11-16,2,36,0.05555555555555555
2018-11-17,0,14,0.0
2018-11-18,0,9,0.0
2018-11-19,1,27,0.037037037037037035
2018-11-20,1,30,0.03333333333333333
2018-11-21,2,29,0.06896551724137931
2018-11-22,0,10,0.0
2018-11-23,3,18,0.16666666666666666
2018-11-24,0,14,0.0
2018-11-25,0,20,0.0
2018-11-26,0,16,0.0
2018-11-27,0,35,0.0
2018-11-28,2,36,0.05555555555555555
2018-11-29,0,28,0.0
2018-11-30,1,38,0.02631578947368421
2018-12-01,0,7,0.0
2018-12-02,0,16,0.0
2018-12-03,0,35,0.0
2018-12-04,0,35,0.0
2018-12-05,0,35,0.0
2018-12-06,0,27,0.0
2018-12-07,0,26,0.0
2018-12-08,0,11,0.0
2018-12-09,0,11,0.0
2018-12-10,0,28,0.0
2018-12-11,0,39,0.0
2018-12-12,0,31,0.0
2018-12-13,0,46,0.0
2018-12-14,4,24,0.16666666666666666
2018-12-15,0,8,0.0
2018-12-16,0,7,0.0
2018-12-17,3,40,0.075
2018-12-18,0,35,0.0
2018-12-19,0,32,0.0
2018-12-20,0,32,0.0
2018-12-21,0,39,0.0
2018-12-22,0,19,0.0
2018-12-23,0,9,0.0
2018-12-24,0,16,0.0
2018-12-25,0,10,0.0
2018-12-26,0,27,0.0
2018-12-27,5,252,0.01984126984126984
2018-12-28,2,424,0.0047169811320754715
2018-12-29,0,7,0.0
2018-12-30,0,14,0.0
2018-12-31,0,21,0.0
2019-01-01,0,49,0.0
2019-01-02,0,27,0.0
2019-01-03,0,51,0.0
2019-01-04,4,30,0.13333333333333333
2019-01-05,0,12,0.0
2019-01-06,1,23,0.043478260869565216
2019-01-07,0,38,0.0
2019-01-08,1,38,0.02631578947368421
2019-01-09,0,41,0.0
2019-01-10,0,39,0.0
2019-01-11,1,45,0.022222222222222223
2019-01-12,0,27,0.0
2019-01-13,2,21,0.09523809523809523
2019-01-14,1,32,0.03125
2019-01-15,3,48,0.0625
2019-01-16,3,34,0.08823529411764706
2019-01-17,0,41,0.0
2019-01-18,0,35,0.0
2019-01-19,0,23,0.0
2019-01-20,0,14,0.0
2019-01-21,0,35,0.0
2019-01-22,1,44,0.022727272727272728
2019-01-23,0,35,0.0
2019-01-24,0,42,0.0
2019-01-25,1,31,0.03225806451612903
2019-01-26,0,12,0.0
2019-01-27,0,13,0.0
2019-01-28,1,37,0.02702702702702703
2019-01-29,0,36,0.0
2019-01-30,0,29,0.0
2019-01-31,3,61,0.04918032786885246
2019-02-01,2,46,0.043478260869565216
2019-02-02,3,33,0.09090909090909091
2019-02-03,4,32,0.125
2019-02-04,1,49,0.02040816326530612
2019-02-05,0,62,0.0
2019-02-06,4,46,0.08695652173913043
2019-02-07,0,30,0.0
2019-02-08,0,39,0.0
2019-02-09,0,25,0.0
2019-02-10,2,32,0.0625
2019-02-11,4,73,0.0547945205479452
2019-02-12,0,50,0.0
2019-02-13,1,64,0.015625
2019-02-14,2,53,0.03773584905660377
2019-02-15,3,118,0.025423728813559324
2019-02-16,1,281,0.0035587188612099642
2019-02-17,0,11,0.0
2019-02-18,0,35,0.0
2019-02-19,0,52,0.0
2019-02-20,10,66,0.15151515151515152
2019-02-21,1,54,0.018518518518518517
2019-02-22,2,104,0.019230769230769232
2019-02-23,1,21,0.047619047619047616
2019-02-24,4,38,0.10526315789473684
2019-02-25,0,40,0.0
2019-02-26,4,73,0.0547945205479452
2019-02-27,3,53,0.05660377358490566
2019-02-28,1,59,0.01694915254237288
2019-03-01,2,72,0.027777777777777776
2019-03-02,1,20,0.05
2019-03-03,0,24,0.0
2019-03-04,2,57,0.03508771929824561
2019-03-05,0,45,0.0
2019-03-06,1,95,0.010526315789473684
2019-03-07,3,97,0.030927835051546393
2019-03-08,1,99,0.010101010101010102
2019-03-09,0,61,0.0
2019-03-10,1,80,0.0125
2019-03-11,1,76,0.013157894736842105
2019-03-12,4,109,0.03669724770642202
2019-03-13,0,78,0.0
2019-03-14,0,56,0.0
2019-03-15,4,64,0.0625
2019-03-16,0,30,0.0
2019-03-17,0,22,0.0
2019-03-18,1,43,0.023255813953488372
2019-03-19,1,47,0.02127659574468085
2019-03-20,0,67,0.0
2019-03-21,0,37,0.0
2019-03-22,0,50,0.0
2019-03-23,1,20,0.05
2019-03-24,0,34,0.0
2019-03-25,1,51,0.0196078431372549
2019-03-26,2,52,0.038461538461538464
2019-03-27,4,86,0.046511627906976744
2019-03-28,0,44,0.0
2019-03-29,0,48,0.0
2019-03-30,0,25,0.0
2019-03-31,0,23,0.0
2019-04-01,1,63,0.015873015873015872
2019-04-02,0,59,0.0
2019-04-03,1,53,0.018867924528301886
2019-04-04,2,54,0.037037037037037035
2019-04-05,0,47,0.0
2019-04-06,0,17,0.0
2019-04-07,0,23,0.0
2019-04-08,2,65,0.03076923076923077
2019-04-09,0,51,0.0
2019-04-10,2,70,0.02857142857142857
2019-04-11,0,73,0.0
2019-04-12,0,55,0.0
2019-04-13,0,23,0.0
2019-04-14,0,33,0.0
2019-04-15,5,55,0.09090909090909091
2019-04-16,0,43,0.0
2019-04-17,4,73,0.0547945205479452
2019-04-18,3,70,0.04285714285714286
2019-04-19,4,46,0.08695652173913043
2019-04-20,0,21,0.0
2019-04-21,0,15,0.0
2019-04-22,1,50,0.02
2019-04-23,0,48,0.0
2019-04-24,0,71,0.0
2019-04-25,0,71,0.0
2019-04-26,5,47,0.10638297872340426
2019-04-27,0,18,0.0
2019-04-28,0,19,0.0
2019-04-29,3,57,0.05263157894736842
2019-04-30,0,60,0.0
2019-05-01,1,57,0.017543859649122806
2019-05-02,5,72,0.06944444444444445
2019-05-03,7,58,0.1206896551724138
2019-05-04,0,14,0.0
2019-05-05,0,24,0.0
2019-05-06,2,63,0.031746031746031744
2019-05-07,0,53,0.0
2019-05-08,0,66,0.0
2019-05-09,0,76,0.0
2019-05-10,0,52,0.0
2019-05-11,0,27,0.0
2019-05-12,0,25,0.0
2019-05-13,0,54,0.0
2019-05-14,5,54,0.09259259259259259
2019-05-15,3,58,0.05172413793103448
2019-05-16,1,64,0.015625
2019-05-17,2,56,0.03571428571428571
2019-05-18,0,24,0.0
2019-05-19,0,23,0.0
2019-05-20,0,46,0.0
2019-05-21,1,55,0.01818181818181818
2019-05-22,1,88,0.011363636363636364
2019-05-23,2,55,0.03636363636363636
2019-05-24,0,44,0.0
2019-05-25,1,24,0.041666666666666664
2019-05-26,1,19,0.05263157894736842
2019-05-27,0,26,0.0
2019-05-28,0,69,0.0
2019-05-29,5,65,0.07692307692307693
2019-05-30,0,56,0.0
2019-05-31,0,59,0.0
2019-06-01,2,30,0.06666666666666667
2019-06-02,2,26,0.07692307692307693
2019-06-03,0,43,0.0
2019-06-04,2,60,0.03333333333333333
2019-06-05,0,76,0.0
2019-06-06,0,68,0.0
2019-06-07,1,59,0.01694915254237288
2019-06-08,1,38,0.02631578947368421
2019-06-09,0,24,0.0
2019-06-10,2,61,0.03278688524590164
2019-06-11,1,72,0.013888888888888888
2019-06-12,4,78,0.05128205128205128
2019-06-13,2,69,0.028985507246376812
2019-06-14,0,50,0.0
2019-06-15,0,20,0.0
2019-06-16,0,32,0.0
2019-06-17,0,43,0.0
2019-06-18,5,58,0.08620689655172414
2019-06-19,2,70,0.02857142857142857
2019-06-20,0,72,0.0
2019-06-21,10,83,0.12048192771084337
2019-06-22,0,22,0.0
2019-06-23,0,29,0.0
2019-06-24,1,65,0.015384615384615385
2019-06-25,0,51,0.0
2019-06-26,2,73,0.0273972602739726
2019-06-27,5,75,0.06666666666666667
2019-06-28,0,59,0.0
2019-06-29,0,21,0.0
2019-06-30,0,25,0.0
2019-07-01,1,42,0.023809523809523808
2019-07-02,1,49,0.02040816326530612
2019-07-03,0,44,0.0
2019-07-04,0,22,0.0
2019-07-05,0,29,0.0
2019-07-06,0,29,0.0
2019-07-07,0,18,0.0
2019-07-08,0,40,0.0
2019-07-09,3,60,0.05
2019-07-10,6,60,0.1
2019-07-11,0,57,0.0
2019-07-12,4,57,0.07017543859649122
2019-07-13,1,13,0.07692307692307693
2019-07-14,0,25,0.0
2019-07-15,4,78,0.05128205128205128
2019-07-16,1,62,0.016129032258064516
2019-07-17,1,58,0.017241379310344827
2019-07-18,0,45,0.0
2019-07-19,0,58,0.0
2019-07-20,0,14,0.0
2019-07-21,0,16,0.0
2019-07-22,1,49,0.02040816326530612
2019-07-23,0,42,0.0
2019-07-24,3,58,0.05172413793103448
2019-07-25,0,44,0.0
2019-07-26,1,45,0.022222222222222223
2019-07-27,0,16,0.0
2019-07-28,1,24,0.041666666666666664
2019-07-29,2,77,0.025974025974025976
2019-07-30,0,68,0.0
2019-07-31,1,56,0.017857142857142856
2019-08-01,6,83,0.07228915662650602
2019-08-02,7,71,0.09859154929577464
2019-08-03,1,25,0.04
2019-08-04,0,25,0.0
2019-08-05,0,66,0.0
2019-08-06,0,48,0.0
2019-08-07,2,77,0.025974025974025976
2019-08-08,2,66,0.030303030303030304
2019-08-09,2,54,0.037037037037037035
2019-08-10,0,21,0.0
2019-08-11,0,20,0.0
2019-08-12,1,42,0.023809523809523808
2019-08-13,2,56,0.03571428571428571
2019-08-14,0,41,0.0
2019-08-15,1,53,0.018867924528301886
2019-08-16,2,49,0.04081632653061224
2019-08-17,0,27,0.0
2019-08-18,0,15,0.0
2019-08-19,2,77,0.025974025974025976
2019-08-20,6,67,0.08955223880597014
2019-08-21,0,86,0.0
2019-08-22,0,73,0.0
2019-08-23,0,54,0.0
2019-08-24,1,28,0.03571428571428571
2019-08-25,1,29,0.034482758620689655
2019-08-26,0,63,0.0
2019-08-27,0,66,0.0
2019-08-28,0,59,0.0
2019-08-29,2,48,0.041666666666666664
2019-08-30,1,49,0.02040816326530612
2019-08-31,1,19,0.05263157894736842
2019-09-01,0,27,0.0
2019-09-02,1,32,0.03125
2019-09-03,0,50,0.0
2019-09-04,0,59,0.0
2019-09-05,1,71,0.014084507042253521
2019-09-06,0,61,0.0
2019-09-07,0,29,0.0
2019-09-08,2,39,0.05128205128205128
2019-09-09,6,68,0.08823529411764706
2019-09-10,1,67,0.014925373134328358
2019-09-11,0,70,0.0
2019-09-12,4,73,0.0547945205479452
2019-09-13,0,66,0.0
2019-09-14,1,34,0.029411764705882353
2019-09-15,0,34,0.0
2019-09-16,1,48,0.020833333333333332
2019-09-17,2,70,0.02857142857142857
2019-09-18,0,61,0.0
2019-09-19,3,87,0.034482758620689655
2019-09-20,5,45,0.1111111111111111
2019-09-21,0,32,0.0
2019-09-22,0,19,0.0
2019-09-23,1,57,0.017543859649122806
2019-09-24,0,61,0.0
2019-09-25,2,74,0.02702702702702703
2019-09-26,0,79,0.0
2019-09-27,0,66,0.0
